Year,Month,Day,Hour,Minute,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,Clearsky DHI,Clearsky DNI,Clearsky GHI,Latitude,Longitude
2011,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2011,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2011,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2011,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2011,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2011,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2011,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2011,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2011,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2011,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2011,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2011,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2012,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2012,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2012,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2012,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2012,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2012,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2012,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2012,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2012,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2012,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2012,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2012,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2013,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2013,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2013,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2013,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2013,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2013,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2013,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2013,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2013,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2013,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2013,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2013,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2014,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2014,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2014,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2014,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2014,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2014,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2014,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2014,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2014,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2014,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2014,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2014,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2015,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2015,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2015,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2015,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2015,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2015,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2015,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2015,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2015,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2015,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2015,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2015,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2016,1,28,12,0,3,13.5,3.2,-23,79.3,-94.45,0.51,189,2.3,0,0,0,0,71.0,-156.0
2016,2,28,12,0,3,13.5,1.2,-21,79.3,-94.45,1.59,189,2.3,0,0,0,0,71.0,-156.0
2016,3,28,12,0,3,13.5,1.3,-21,79.3,-94.45,0.71,189,2.3,0,0,0,0,71.0,-156.0
2016,4,28,12,0,3,13.5,8.3,-18,79.3,-94.45,0.06,189,2.3,0,0,0,0,71.0,-156.0
2016,5,28,12,0,3,13.5,5.3,-5,79.3,-94.45,0.26,189,2.3,0,0,0,0,71.0,-156.0
2016,6,28,12,0,3,13.5,1.8,1,79.3,-94.45,1.37,189,2.3,0,0,0,0,71.0,-156.0
2016,7,28,12,0,3,13.5,5.5,5,79.3,-94.45,2.97,189,2.3,0,0,0,0,71.0,-156.0
2016,8,28,12,0,3,13.5,5.6,5,79.3,-94.45,2.12,189,2.3,0,0,0,0,71.0,-156.0
2016,9,28,12,0,3,13.5,2.6,2,79.3,-94.45,2.38,189,2.3,0,0,0,0,71.0,-156.0
2016,10,28,12,0,3,13.5,5.1,-5,79.3,-94.45,2.87,189,2.3,0,0,0,0,71.0,-156.0
2016,11,28,12,0,3,13.5,7.9,-17,79.3,-94.45,0.6,189,2.3,0,0,0,0,71.0,-156.0
2016,12,28,12,0,3,13.5,3.1,-23,79.3,-94.45,1.56,189,2.3,0,0,0,0,71.0,-156.0
2011,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2011,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2011,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2011,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2011,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2011,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2011,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2011,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2011,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2011,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2011,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2011,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2012,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2012,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2012,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2012,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2012,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2012,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2012,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2012,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2012,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2012,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2012,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2012,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2013,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2013,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2013,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2013,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2013,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2013,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2013,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2013,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2013,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2013,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2013,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2013,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2014,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2014,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2014,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2014,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2014,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2014,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2014,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2014,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2014,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2014,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2014,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2014,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2015,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2015,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2015,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2015,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2015,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2015,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2015,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2015,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2015,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2015,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2015,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2015,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2016,1,28,12,0,3,13.5,5.5,-15,79.3,-89.45,3.0,189,2.3,0,0,0,0,66.0,-162.0
2016,2,28,12,0,3,13.5,6.3,-16,79.3,-89.45,5.85,189,2.3,0,0,0,0,66.0,-162.0
2016,3,28,12,0,3,13.5,4.9,-14,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2016,4,28,12,0,3,13.5,0.1,-10,79.3,-89.45,1.71,189,2.3,0,0,0,0,66.0,-162.0
2016,5,28,12,0,3,13.5,0.3,0,79.3,-89.45,0.21,189,2.3,0,0,0,0,66.0,-162.0
2016,6,28,12,0,3,13.5,0.9,10,79.3,-89.45,2.75,189,2.3,0,0,0,0,66.0,-162.0
2016,7,28,12,0,3,13.5,1.9,11,79.3,-89.45,7.0,189,2.3,0,0,0,0,66.0,-162.0
2016,8,28,12,0,3,13.5,0.4,10,79.3,-89.45,5.36,189,2.3,0,0,0,0,66.0,-162.0
2016,9,28,12,0,3,13.5,7.1,7,79.3,-89.45,1.26,189,2.3,0,0,0,0,66.0,-162.0
2016,10,28,12,0,3,13.5,3.0,-3,79.3,-89.45,4.46,189,2.3,0,0,0,0,66.0,-162.0
2016,11,28,12,0,3,13.5,7.2,-17,79.3,-89.45,1.67,189,2.3,0,0,0,0,66.0,-162.0
2016,12,28,12,0,3,13.5,6.2,-16,79.3,-89.45,4.77,189,2.3,0,0,0,0,66.0,-162.0
2011,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2011,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2011,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2011,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2011,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2011,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2011,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2011,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2011,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2011,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2011,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2011,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2012,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2012,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2012,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2012,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2012,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2012,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2012,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2012,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2012,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2012,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2012,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2012,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2013,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2013,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2013,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2013,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2013,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2013,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2013,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2013,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2013,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2013,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2013,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2013,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2014,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2014,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2014,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2014,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2014,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2014,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2014,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2014,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2014,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2014,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2014,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2014,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2015,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2015,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2015,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2015,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2015,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2015,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2015,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2015,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2015,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2015,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2015,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2015,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2016,1,28,12,0,3,13.5,3.0,-23,79.3,-89.45,0.82,189,2.3,0,0,0,0,66.0,-151.0
2016,2,28,12,0,3,13.5,3.8,-23,79.3,-89.45,5.56,189,2.3,0,0,0,0,66.0,-151.0
2016,3,28,12,0,3,13.5,5.8,-15,79.3,-89.45,0.47,189,2.3,0,0,0,0,66.0,-151.0
2016,4,28,12,0,3,13.5,7.5,-7,79.3,-89.45,0.44,189,2.3,0,0,0,0,66.0,-151.0
2016,5,28,12,0,3,13.5,8.1,8,79.3,-89.45,1.9,189,2.3,0,0,0,0,66.0,-151.0
2016,6,28,12,0,3,13.5,4.2,14,79.3,-89.45,8.37,189,2.3,0,0,0,0,66.0,-151.0
2016,7,28,12,0,3,13.5,4.4,14,79.3,-89.45,7.12,189,2.3,0,0,0,0,66.0,-151.0
2016,8,28,12,0,3,13.5,1.3,11,79.3,-89.45,7.43,189,2.3,0,0,0,0,66.0,-151.0
2016,9,28,12,0,3,13.5,7.0,7,79.3,-89.45,4.76,189,2.3,0,0,0,0,66.0,-151.0
2016,10,28,12,0,3,13.5,3.7,-3,79.3,-89.45,3.42,189,2.3,0,0,0,0,66.0,-151.0
2016,11,28,12,0,3,13.5,3.0,-23,79.3,-89.45,1.06,189,2.3,0,0,0,0,66.0,-151.0
2016,12,28,12,0,3,13.5,8.8,-18,79.3,-89.45,8.67,189,2.3,0,0,0,0,66.0,-151.0
2011,1,28,12,0,3,13.5,9.5,-9,79.3,-87.45,2.96,189,2.3,0,0,0,0,64.0,-165.0
2011,2,28,12,0,3,13.5,4.4,-14,79.3,-87.45,3.13,189,2.3,0,0,0,0,64.0,-165.0
2011,3,28,12,0,3,13.5,2.1,-12,79.3,-87.45,0.62,189,2.3,0,0,0,0,64.0,-165.0
2011,4,28,12,0,3,13.5,7.9,-7,79.3,-87.45,1.64,189,2.3,0,0,0,0,64.0,-165.0
2011,5,28,12,0,3,13.5,3.5,3,79.3,-87.45,1.48,189,2.3,0,0,0,0,64.0,-165.0
2011,6,28,12,0,3,13.5,9.5,9,79.3,-87.45,2.21,189,2.3,0,0,0,0,64.0,-165.0
2011,7,28,12,0,3,13.5,9.2,9,79.3,-87.45,0.83,189,2.3,0,0,0,0,64.0,-165.0
2011,8,28,12,0,3,13.5,8.9,8,79.3,-87.45,1.06,189,2.3,0,0,0,0,64.0,-165.0
2011,9,28,12,0,3,13.5,7.3,7,79.3,-87.45,2.29,189,2.3,0,0,0,0,64.0,-165.0
2011,10,28,12,0,3,13.5,2.2,-2,79.3,-87.45,3.96,189,2.3,0,0,0,0,64.0,-165.0
2011,11,28,12,0,3,13.5,3.7,-13,79.3,-87.45,1.25,189,2.3,0,0,0,0,64.0,-165.0
2011,12,28,12,0,3,13.5,4.2,-14,79.3,-87.45,5.47,189,2.3,0,0,0,0,64.0,-165.0
2012,1,28,12,0,3,13.5,9.5,-9,79.3,-87.45,2.96,189,2.3,0,0,0,0,64.0,-165.0
2012,2,28,12,0,3,13.5,4.4,-14,79.3,-87.45,3.13,189,2.3,0,0,0,0,64.0,-165.0
2012,3,28,12,0,3,13.5,2.1,-12,79.3,-87.45,0.62,189,2.3,0,0,0,0,64.0,-165.0
2012,4,28,12,0,3,13.5,7.9,-7,79.3,-87.45,1.64,189,2.3,0,0,0,0,64.0,-165.0
